#vitesse;gauche;droit
330;203.0;181.0
330;182.0;199.0
330;203.0;180.0
330;182.0;199.0
330;201.0;182.0
330;181.0;197.0
331;239.0;218.0
331;188.0;198.0
331;206.0;181.0
331;185.0;202.0
331;204.0;182.0
331;184.0;201.0
331;207.0;180.0
331;186.0;201.0
331;204.0;179.0
331;182.0;200.0
332;237.0;217.0
332;180.0;201.0
332;201.0;184.0
332;184.0;197.0
332;206.0;182.0
332;184.0;203.0
332;197.0;181.0
332;176.0;200.0
332;195.0;181.0
332;182.0;200.0
333;234.0;219.0
333;180.0;203.0
333;203.0;183.0
333;187.0;202.0
333;204.0;185.0
333;181.0;203.0
333;203.0;184.0
333;185.0;205.0
333;204.0;186.0
333;184.0;203.0
334;233.0;216.0
334;185.0;202.0
334;205.0;183.0
334;185.0;204.0
334;200.0;180.0
334;181.0;200.0
334;202.0;179.0
334;183.0;201.0
334;205.0;184.0
334;187.0;195.0
335;242.0;213.0
335;188.0;202.0
335;204.0;180.0
335;182.0;198.0
335;206.0;181.0
335;186.0;202.0
335;203.0;186.0
335;184.0;204.0
335;201.0;185.0
335;182.0;204.0
336;235.0;222.0
336;184.0;203.0
336;204.0;183.0
336;185.0;202.0
336;203.0;184.0
336;180.0;201.0
336;198.0;183.0
336;185.0;200.0
336;200.0;184.0
336;182.0;203.0
337;236.0;216.0
337;185.0;198.0
337;203.0;181.0
337;184.0;202.0
337;207.0;182.0
337;187.0;202.0
337;209.0;186.0
337;190.0;204.0
337;204.0;183.0
337;185.0;203.0
338;242.0;217.0
338;182.0;206.0
338;201.0;188.0
338;183.0;209.0
338;203.0;188.0
338;180.0;209.0
338;204.0;186.0
338;185.0;199.0
338;206.0;186.0
338;186.0;203.0
339;240.0;220.0
339;178.0;212.0
339;199.0;195.0
339;183.0;214.0
339;204.0;190.0
339;187.0;205.0
339;208.0;185.0
339;187.0;206.0
339;204.0;191.0
339;185.0;206.0
340;247.0;224.0
340;187.0;207.0
340;208.0;186.0
340;183.0;201.0
340;203.0;183.0
340;192.0;202.0
340;205.0;186.0
340;184.0;204.0
340;202.0;187.0
340;185.0;206.0
341;234.0;221.0
341;186.0;208.0
341;208.0;182.0
341;188.0;204.0
341;207.0;184.0
341;188.0;205.0
341;204.0;186.0
341;188.0;202.0
341;209.0;184.0
341;187.0;211.0
342;242.0;246.0
342;185.0;211.0
342;205.0;190.0
342;187.0;209.0
342;206.0;185.0
342;189.0;202.0
342;208.0;184.0
342;187.0;204.0
342;206.0;182.0
342;185.0;202.0
343;243.0;224.0
343;183.0;208.0
343;201.0;189.0
343;185.0;209.0
343;206.0;185.0
343;184.0;205.0
343;209.0;188.0
343;190.0;204.0
343;208.0;189.0
343;190.0;210.0
344;247.0;224.0
344;185.0;208.0
344;208.0;184.0
344;189.0;208.0
344;205.0;190.0
344;184.0;212.0
344;205.0;187.0
344;188.0;209.0
344;206.0;190.0
344;186.0;204.0
345;242.0;217.0
345;190.0;205.0
345;209.0;184.0
345;189.0;207.0
345;213.0;186.0
345;193.0;207.0
345;213.0;189.0
345;192.0;210.0
345;210.0;192.0
345;194.0;207.0
346;250.0;225.0
346;195.0;210.0
346;212.0;186.0
346;193.0;209.0
346;214.0;192.0
346;190.0;206.0
346;209.0;190.0
346;193.0;206.0
346;208.0;189.0
346;187.0;209.0
347;242.0;224.0
347;191.0;204.0
347;209.0;184.0
347;191.0;206.0
347;209.0;184.0
347;191.0;207.0
347;212.0;185.0
347;190.0;208.0
347;209.0;193.0
347;195.0;207.0
348;253.0;227.0
348;193.0;208.0
348;210.0;191.0
348;194.0;210.0
348;211.0;189.0
348;190.0;211.0
348;209.0;191.0
348;191.0;210.0
348;211.0;190.0
348;192.0;210.0
349;244.0;224.0
349;189.0;210.0
349;214.0;187.0
349;191.0;209.0
349;211.0;192.0
349;192.0;213.0
349;213.0;190.0
349;194.0;208.0
349;214.0;189.0
349;194.0;207.0
350;249.0;225.0
350;196.0;208.0
350;210.0;188.0
350;191.0;211.0
350;216.0;189.0
350;190.0;211.0
350;213.0;189.0
350;192.0;209.0
350;210.0;190.0
350;190.0;210.0
351;247.0;233.0
351;190.0;210.0
351;212.0;187.0
351;190.0;210.0
351;209.0;189.0
351;190.0;208.0
351;212.0;191.0
351;192.0;212.0
351;210.0;193.0
351;194.0;211.0
352;251.0;224.0
352;192.0;206.0
352;214.0;189.0
352;195.0;207.0
352;217.0;189.0
352;193.0;213.0
352;210.0;193.0
352;189.0;209.0
352;214.0;190.0
352;195.0;209.0
353;244.0;228.0
353;189.0;210.0
353;209.0;190.0
353;191.0;211.0
353;211.0;193.0
353;195.0;212.0
353;214.0;194.0
353;195.0;209.0
353;213.0;189.0
353;193.0;210.0
354;256.0;225.0
354;196.0;213.0
354;216.0;193.0
354;193.0;210.0
354;216.0;196.0
354;191.0;213.0
354;212.0;191.0
354;195.0;210.0
354;212.0;190.0
354;192.0;210.0
355;248.0;224.0
355;191.0;210.0
355;214.0;192.0
355;198.0;209.0
355;215.0;188.0
355;194.0;209.0
355;215.0;195.0
355;192.0;216.0
355;215.0;195.0
355;197.0;214.0
356;253.0;230.0
356;197.0;212.0
356;215.0;191.0
356;191.0;211.0
356;215.0;191.0
356;194.0;214.0
356;210.0;198.0
356;188.0;215.0
356;210.0;193.0
356;192.0;211.0
357;249.0;228.0
357;196.0;212.0
357;215.0;187.0
357;195.0;210.0
357;213.0;190.0
357;194.0;205.0
357;215.0;191.0
357;198.0;212.0
357;219.0;191.0
357;198.0;209.0
358;253.0;233.0
358;193.0;216.0
358;212.0;195.0
358;196.0;215.0
358;217.0;191.0
358;195.0;213.0
358;213.0;191.0
358;192.0;208.0
358;210.0;195.0
358;194.0;213.0
359;248.0;234.0
359;195.0;213.0
359;213.0;192.0
359;196.0;212.0
359;216.0;192.0
359;198.0;211.0
359;224.0;189.0
359;199.0;214.0
359;215.0;196.0
359;194.0;210.0
360;266.0;235.0
360;197.0;214.0
360;218.0;195.0
360;198.0;213.0
360;215.0;197.0
360;189.0;216.0
360;206.0;197.0
360;190.0;219.0
360;214.0;192.0
360;191.0;213.0
361;250.0;233.0
361;192.0;212.0
361;217.0;194.0
361;197.0;215.0
361;215.0;198.0
361;194.0;218.0
361;219.0;198.0
361;196.0;217.0
361;219.0;197.0
361;198.0;217.0
362;262.0;229.0
362;201.0;215.0
362;222.0;194.0
362;198.0;215.0
362;222.0;196.0
362;199.0;215.0
362;219.0;198.0
362;198.0;214.0
362;219.0;197.0
362;195.0;213.0
363;253.0;232.0
363;197.0;219.0
363;220.0;193.0
363;197.0;217.0
363;217.0;200.0
363;195.0;213.0
363;223.0;197.0
363;201.0;217.0
363;222.0;195.0
363;198.0;218.0
364;258.0;233.0
364;198.0;216.0
364;219.0;197.0
364;199.0;221.0
364;219.0;194.0
364;198.0;214.0
364;213.0;197.0
364;196.0;211.0
364;221.0;195.0
364;199.0;217.0
365;260.0;242.0
365;202.0;215.0
365;220.0;198.0
365;199.0;216.0
365;219.0;197.0
365;199.0;220.0
365;221.0;196.0
365;203.0;220.0
365;220.0;203.0
365;199.0;215.0
366;276.0;248.0
366;202.0;218.0
366;215.0;200.0
366;195.0;220.0
366;215.0;199.0
366;196.0;217.0
366;217.0;201.0
366;198.0;216.0
366;220.0;194.0
366;198.0;217.0
367;273.0;244.0
367;200.0;219.0
367;219.0;194.0
367;198.0;217.0
367;217.0;198.0
367;202.0;216.0
367;221.0;196.0
367;198.0;217.0
367;218.0;199.0
367;198.0;219.0
368;278.0;255.0
368;196.0;225.0
368;216.0;198.0
368;200.0;218.0
368;218.0;197.0
368;199.0;218.0
368;217.0;198.0
368;197.0;217.0
368;217.0;198.0
368;198.0;220.0
369;275.0;259.0
369;201.0;217.0
369;223.0;197.0
369;201.0;217.0
369;224.0;196.0
369;204.0;219.0
369;225.0;200.0
369;202.0;222.0
369;221.0;198.0
369;203.0;219.0
370;278.0;258.0
370;199.0;221.0
370;218.0;200.0
370;205.0;231.0
370;230.0;201.0
370;199.0;217.0
370;226.0;194.0
370;201.0;215.0
370;218.0;199.0
370;201.0;220.0
371;273.0;252.0
371;202.0;216.0
371;222.0;198.0
371;206.0;222.0
371;227.0;198.0
371;205.0;218.0
371;224.0;199.0
371;204.0;218.0
371;226.0;199.0
371;201.0;216.0
372;266.0;249.0
372;199.0;224.0
372;221.0;201.0
372;200.0;216.0
372;223.0;195.0
372;200.0;221.0
372;220.0;199.0
372;201.0;219.0
372;220.0;201.0
372;202.0;219.0
373;268.0;245.0
373;200.0;222.0
373;225.0;201.0
373;203.0;221.0
373;224.0;201.0
373;202.0;221.0
373;224.0;202.0
373;202.0;220.0
373;221.0;197.0
373;201.0;219.0
374;267.0;245.0
374;204.0;218.0
374;220.0;198.0
374;201.0;220.0
374;220.0;200.0
374;199.0;223.0
374;224.0;197.0
374;201.0;220.0
374;221.0;205.0
374;201.0;223.0
375;275.0;253.0
375;205.0;221.0
375;226.0;200.0
375;202.0;221.0
375;222.0;200.0
375;199.0;225.0
375;224.0;200.0
375;199.0;223.0
375;221.0;199.0
375;201.0;223.0
376;273.0;252.0
376;203.0;220.0
376;219.0;201.0
376;202.0;218.0
376;226.0;198.0
376;200.0;218.0
376;222.0;197.0
376;201.0;222.0
376;221.0;203.0
376;198.0;222.0
377;267.0;250.0
377;201.0;228.0
377;222.0;203.0
377;201.0;225.0
377;221.0;204.0
377;204.0;221.0
377;222.0;204.0
377;202.0;219.0
377;222.0;203.0
377;202.0;222.0
378;267.0;248.0
378;203.0;222.0
378;226.0;201.0
378;204.0;221.0
378;227.0;202.0
378;204.0;223.0
378;223.0;201.0
378;208.0;224.0
378;224.0;203.0
378;205.0;224.0
379;281.0;257.0
379;204.0;227.0
379;225.0;204.0
379;208.0;223.0
379;223.0;206.0
379;206.0;221.0
379;224.0;203.0
379;200.0;225.0
379;225.0;202.0
379;206.0;225.0
380;274.0;249.0
380;202.0;224.0
380;221.0;202.0
380;202.0;227.0
380;224.0;204.0
380;203.0;223.0
380;226.0;198.0
380;208.0;224.0
380;226.0;206.0
380;206.0;223.0
381;277.0;248.0
381;206.0;222.0
381;224.0;202.0
381;203.0;225.0
381;225.0;204.0
381;201.0;224.0
381;225.0;204.0
381;208.0;228.0
381;227.0;204.0
381;217.0;232.0
382;270.0;251.0
382;209.0;223.0
382;225.0;206.0
382;209.0;226.0
382;229.0;204.0
382;205.0;227.0
382;228.0;204.0
382;208.0;226.0
382;229.0;203.0
382;208.0;223.0
383;275.0;254.0
383;202.0;226.0
383;229.0;200.0
383;206.0;221.0
383;224.0;201.0
383;203.0;224.0
383;224.0;201.0
383;203.0;225.0
383;222.0;206.0
383;205.0;222.0
384;266.0;245.0
384;207.0;224.0
384;223.0;207.0
384;205.0;224.0
384;234.0;208.0
384;210.0;227.0
384;229.0;205.0
384;207.0;226.0
384;224.0;207.0
384;204.0;227.0
385;267.0;252.0
385;205.0;230.0
385;226.0;204.0
385;203.0;228.0
385;225.0;206.0
385;208.0;220.0
385;228.0;203.0
385;207.0;221.0
385;225.0;203.0
385;205.0;223.0
386;273.0;250.0
386;206.0;227.0
386;231.0;206.0
386;211.0;223.0
386;232.0;205.0
386;207.0;229.0
386;226.0;204.0
386;210.0;223.0
386;227.0;204.0
386;202.0;227.0
387;275.0;254.0
387;202.0;229.0
387;223.0;205.0
387;205.0;229.0
387;228.0;206.0
387;210.0;223.0
387;226.0;205.0
387;208.0;226.0
387;230.0;198.0
387;209.0;222.0
388;281.0;253.0
388;208.0;230.0
388;227.0;207.0
388;208.0;229.0
388;226.0;209.0
388;207.0;230.0
388;232.0;205.0
388;205.0;228.0
388;222.0;208.0
388;207.0;227.0
389;281.0;258.0
389;207.0;227.0
389;224.0;204.0
389;202.0;225.0
389;225.0;206.0
389;206.0;225.0
389;228.0;208.0
389;208.0;224.0
389;230.0;200.0
389;208.0;228.0
390;286.0;255.0
390;210.0;225.0
390;232.0;203.0
390;206.0;228.0
390;228.0;206.0
390;203.0;226.0
390;226.0;207.0
390;205.0;229.0
390;228.0;206.0
390;211.0;227.0
391;279.0;255.0
391;209.0;231.0
391;230.0;205.0
391;207.0;223.0
391;227.0;207.0
391;209.0;227.0
391;226.0;208.0
391;209.0;229.0
391;229.0;207.0
391;210.0;235.0
392;283.0;255.0
392;208.0;228.0
392;229.0;208.0
392;211.0;224.0
392;229.0;204.0
392;209.0;226.0
392;228.0;207.0
392;204.0;228.0
392;224.0;204.0
392;207.0;227.0
393;274.0;254.0
393;209.0;225.0
393;229.0;206.0
393;204.0;228.0
393;231.0;204.0
393;205.0;227.0
393;228.0;206.0
393;208.0;231.0
393;226.0;205.0
393;209.0;230.0
394;274.0;255.0
394;210.0;229.0
394;228.0;208.0
394;211.0;232.0
394;227.0;207.0
394;212.0;228.0
394;230.0;208.0
394;207.0;225.0
394;228.0;207.0
394;205.0;227.0
395;272.0;249.0
395;207.0;227.0
395;232.0;209.0
395;212.0;228.0
395;233.0;205.0
395;211.0;230.0
395;232.0;205.0
395;209.0;226.0
395;226.0;205.0
395;207.0;230.0
396;275.0;258.0
396;203.0;228.0
396;227.0;206.0
396;207.0;228.0
396;228.0;210.0
396;208.0;226.0
396;226.0;206.0
396;208.0;231.0
396;236.0;206.0
396;207.0;226.0
397;277.0;251.0
397;211.0;228.0
397;228.0;207.0
397;210.0;228.0
397;238.0;209.0
397;213.0;234.0
397;231.0;208.0
397;209.0;230.0
397;232.0;209.0
397;209.0;226.0
398;273.0;253.0
398;204.0;229.0
398;228.0;212.0
398;204.0;229.0
398;228.0;206.0
398;207.0;230.0
398;229.0;207.0
398;208.0;229.0
398;229.0;206.0
398;211.0;227.0
399;281.0;250.0
399;210.0;229.0
399;230.0;203.0
399;209.0;227.0
399;229.0;208.0
399;206.0;227.0
399;231.0;207.0
399;206.0;231.0
399;230.0;209.0
399;206.0;229.0
400;278.0;258.0
400;211.0;227.0
400;228.0;207.0
400;206.0;226.0
400;226.0;207.0
400;205.0;229.0
400;227.0;207.0
400;208.0;226.0
400;232.0;209.0
400;210.0;231.0
-1;0.0;0.0
-1;0.0;0.0
-1;0.0;0.0
-1;0.0;0.0
-1;0.0;0.0
-1;0.0;0.0
-1;0.0;0.0
-1;0.0;0.0
-1;0.0;0.0
-1;0.0;0.0
-2;0.0;0.0
-2;0.0;0.0
-2;0.0;0.0
-2;0.0;0.0
-2;0.0;0.0
-2;0.0;0.0
-2;0.0;0.0
-2;0.0;0.0
-2;0.0;0.0
-2;0.0;0.0
-3;0.0;0.0
-3;0.0;0.0
-3;0.0;0.0
-3;0.0;0.0
-3;0.0;0.0
-3;0.0;0.0
-3;0.0;0.0
-3;0.0;0.0
-3;0.0;0.0
-3;0.0;0.0
-4;0.0;0.0
-4;0.0;0.0
-4;0.0;0.0
-4;0.0;0.0
-4;0.0;0.0
-4;0.0;0.0
-4;0.0;0.0
-4;0.0;0.0
-4;0.0;0.0
-4;0.0;0.0
-5;0.0;0.0
-5;0.0;0.0
-5;0.0;0.0
-5;0.0;0.0
-5;0.0;0.0
-5;0.0;0.0
-5;0.0;0.0
-5;0.0;0.0
-5;0.0;0.0
-5;0.0;0.0
-6;0.0;0.0
-6;0.0;0.0
-6;0.0;0.0
-6;0.0;0.0
-6;0.0;0.0
-6;0.0;0.0
-6;0.0;0.0
-6;0.0;0.0
-6;0.0;0.0
-6;0.0;0.0
-7;0.0;0.0
-7;0.0;0.0
-7;0.0;0.0
-7;0.0;0.0
-7;0.0;0.0
-7;0.0;0.0
-7;0.0;0.0
-7;0.0;0.0
-7;0.0;0.0
-7;0.0;0.0
-8;0.0;0.0
-8;0.0;0.0
-8;0.0;0.0
-8;0.0;0.0
-8;0.0;0.0
-8;0.0;0.0
-8;0.0;0.0
-8;0.0;0.0
-8;0.0;0.0
-8;0.0;0.0
-9;0.0;0.0
-9;0.0;0.0
-9;0.0;0.0
-9;0.0;0.0
-9;0.0;0.0
-9;0.0;0.0
-9;0.0;0.0
-9;0.0;0.0
-9;0.0;0.0
-9;0.0;0.0
-10;0.0;0.0
-10;0.0;0.0
-10;0.0;0.0
-10;0.0;0.0
-10;0.0;0.0
-10;0.0;0.0
-10;0.0;0.0
-10;0.0;0.0
-10;0.0;0.0
-10;0.0;0.0
-11;0.0;0.0
-11;0.0;0.0
-11;0.0;0.0
-11;0.0;0.0
-11;0.0;0.0
-11;0.0;0.0
-11;0.0;0.0
-11;0.0;0.0
-11;0.0;0.0
-11;0.0;0.0
-12;0.0;0.0
-12;0.0;0.0
-12;0.0;0.0
-12;0.0;0.0
-12;0.0;0.0
-12;0.0;0.0
-12;0.0;0.0
-12;0.0;0.0
-12;0.0;0.0
-12;0.0;0.0
-13;0.0;0.0
-13;0.0;0.0
-13;0.0;0.0
-13;0.0;0.0
-13;0.0;0.0
-13;0.0;0.0
-13;0.0;0.0
-13;0.0;0.0
-13;0.0;0.0
-13;0.0;0.0
-14;0.0;0.0
-14;0.0;0.0
-14;0.0;0.0
-14;0.0;0.0
-14;0.0;0.0
-14;0.0;0.0
-14;0.0;0.0
-14;0.0;0.0
-14;0.0;0.0
-14;0.0;0.0
-15;0.0;0.0
-15;0.0;0.0
-15;0.0;0.0
-15;0.0;0.0
-15;0.0;0.0
-15;0.0;0.0
-15;0.0;0.0
-15;0.0;0.0
-15;0.0;0.0
-15;0.0;0.0
-16;0.0;0.0
-16;0.0;0.0
-16;0.0;0.0
-16;0.0;0.0
-16;0.0;0.0
-16;0.0;0.0
-16;0.0;0.0
-16;0.0;0.0
-16;0.0;0.0
-16;0.0;0.0
-17;0.0;0.0
-17;0.0;0.0
-17;0.0;0.0
-17;0.0;0.0
-17;0.0;0.0
-17;0.0;0.0
-17;0.0;0.0
-17;0.0;0.0
-17;0.0;0.0
-17;0.0;0.0
-18;0.0;0.0
-18;0.0;0.0
-18;0.0;0.0
-18;0.0;0.0
-18;0.0;0.0
-18;0.0;0.0
-18;0.0;0.0
-18;0.0;0.0
-18;0.0;0.0
-18;0.0;0.0
-19;0.0;0.0
-19;0.0;0.0
-19;0.0;0.0
-19;0.0;0.0
-19;0.0;-1.0
-19;0.0;0.0
-19;0.0;0.0
-19;0.0;0.0
-19;0.0;0.0
-19;0.0;0.0
-20;0.0;0.0
-20;0.0;0.0
-20;0.0;0.0
-20;0.0;0.0
-20;0.0;0.0
-20;0.0;0.0
-20;0.0;0.0
-20;0.0;0.0
-20;0.0;0.0
-20;0.0;0.0
-21;0.0;0.0
-21;0.0;0.0
-21;0.0;0.0
-21;0.0;0.0
-21;0.0;0.0
-21;0.0;0.0
-21;0.0;0.0
-21;0.0;0.0
-21;0.0;0.0
-21;0.0;0.0
-22;0.0;0.0
-22;0.0;0.0
-22;0.0;0.0
-22;0.0;0.0
-22;0.0;0.0
-22;0.0;0.0
-22;0.0;0.0
-22;0.0;0.0
-22;0.0;0.0
-22;0.0;0.0
-23;0.0;0.0
-23;0.0;0.0
-23;0.0;0.0
-23;0.0;0.0
-23;0.0;0.0
-23;0.0;-1.0
-23;0.0;-2.0
-23;0.0;-2.0
-23;0.0;0.0
-23;0.0;0.0
-24;0.0;1.0
-24;0.0;0.0
-24;0.0;0.0
-24;0.0;0.0
-24;0.0;0.0
-24;0.0;0.0
-24;0.0;0.0
-24;0.0;0.0
-24;0.0;0.0
-24;0.0;0.0
-25;0.0;0.0
-25;0.0;0.0
-25;0.0;0.0
-25;0.0;0.0
-25;0.0;0.0
-25;0.0;0.0
-25;0.0;0.0
-25;0.0;0.0
-25;0.0;0.0
-25;0.0;0.0
-26;0.0;0.0
-26;0.0;0.0
-26;0.0;0.0
-26;0.0;0.0
-26;0.0;0.0
-26;0.0;0.0
-26;0.0;0.0
-26;0.0;0.0
-26;0.0;0.0
-26;0.0;0.0
-27;0.0;0.0
-27;0.0;0.0
-27;0.0;0.0
-27;0.0;0.0
-27;0.0;0.0
-27;0.0;0.0
-27;0.0;0.0
-27;0.0;0.0
-27;0.0;0.0
-27;0.0;0.0
-28;0.0;0.0
-28;0.0;0.0
-28;0.0;0.0
-28;0.0;0.0
-28;0.0;0.0
-28;0.0;0.0
-28;0.0;0.0
-28;0.0;0.0
-28;0.0;0.0
-28;0.0;0.0
-29;0.0;0.0
-29;0.0;0.0
-29;0.0;0.0
-29;0.0;0.0
-29;0.0;0.0
-29;0.0;0.0
-29;0.0;0.0
-29;0.0;0.0
-29;0.0;0.0
-29;0.0;0.0
-30;0.0;0.0
-30;0.0;0.0
-30;0.0;0.0
-30;0.0;0.0
-30;0.0;0.0
-30;0.0;0.0
-30;0.0;-1.0
-30;0.0;0.0
-30;0.0;0.0
-30;0.0;0.0
-31;0.0;0.0
-31;0.0;0.0
-31;0.0;0.0
-31;0.0;0.0
-31;0.0;0.0
-31;0.0;0.0
-31;0.0;0.0
-31;0.0;0.0
-31;0.0;0.0
-31;0.0;0.0
-32;0.0;0.0
-32;0.0;0.0
-32;0.0;0.0
-32;0.0;0.0
-32;0.0;0.0
-32;0.0;0.0
-32;0.0;0.0
-32;0.0;0.0
-32;0.0;0.0
-32;0.0;0.0
-33;0.0;0.0
-33;-1.0;0.0
-33;0.0;0.0
-33;0.0;0.0
-33;0.0;0.0
-33;0.0;0.0
-33;-1.0;0.0
-33;-1.0;0.0
-33;0.0;0.0
-33;0.0;0.0
-34;-2.0;0.0
-34;-2.0;0.0
-34;-2.0;0.0
-34;-2.0;0.0
-34;-4.0;0.0
-34;-5.0;0.0
-34;-8.0;0.0
-34;-3.0;0.0
-34;0.0;0.0
-34;0.0;0.0
-35;0.0;0.0
-35;0.0;0.0
-35;0.0;0.0
-35;0.0;0.0
-35;0.0;0.0
-35;0.0;0.0
-35;0.0;0.0
-35;0.0;0.0
-35;0.0;0.0
-35;0.0;0.0
-36;0.0;0.0
-36;0.0;0.0
-36;0.0;0.0
-36;0.0;0.0
-36;0.0;0.0
-36;0.0;0.0
-36;0.0;0.0
-36;0.0;0.0
-36;0.0;0.0
-36;0.0;0.0
-37;0.0;0.0
-37;0.0;0.0
-37;0.0;0.0
-37;0.0;0.0
-37;0.0;0.0
-37;0.0;0.0
-37;0.0;0.0
-37;0.0;0.0
-37;0.0;0.0
-37;-1.0;0.0
-38;0.0;0.0
-38;0.0;0.0
-38;0.0;0.0
-38;0.0;0.0
-38;0.0;0.0
-38;0.0;0.0
-38;0.0;0.0
-38;0.0;-1.0
-38;0.0;-1.0
-38;0.0;0.0
-39;0.0;0.0
-39;0.0;0.0
-39;-2.0;-1.0
-39;-2.0;-2.0
-39;-4.0;-5.0
-39;-4.0;-6.0
-39;-5.0;-4.0
-39;-5.0;-4.0
-39;-5.0;-6.0
-39;-7.0;-5.0
-40;-5.0;-1.0
-40;-1.0;0.0
-40;-1.0;0.0
-40;0.0;0.0
-40;-1.0;0.0
-40;-3.0;0.0
-40;-4.0;0.0
-40;-4.0;0.0
-40;-4.0;0.0
-40;-4.0;0.0
-41;-9.0;0.0
-41;-9.0;0.0
-41;-8.0;0.0
-41;-6.0;0.0
-41;-6.0;0.0
-41;-5.0;0.0
-41;-5.0;0.0
-41;-7.0;0.0
-41;-5.0;0.0
-41;-3.0;0.0
-42;-3.0;0.0
-42;-4.0;0.0
-42;-7.0;0.0
-42;-7.0;0.0
-42;-10.0;0.0
-42;-9.0;0.0
-42;-7.0;-1.0
-42;-6.0;0.0
-42;-6.0;0.0
-42;-8.0;0.0
-43;-11.0;0.0
-43;-2.0;0.0
-43;0.0;0.0
-43;-3.0;0.0
-43;-4.0;0.0
-43;-3.0;0.0
-43;-5.0;0.0
-43;-5.0;0.0
-43;-5.0;0.0
-43;-6.0;-3.0
-44;-6.0;-7.0
-44;-3.0;-8.0
-44;-4.0;-5.0
-44;-5.0;-7.0
-44;-6.0;-8.0
-44;-7.0;-5.0
-44;-7.0;-4.0
-44;-7.0;-6.0
-44;-5.0;-7.0
-44;-4.0;-8.0
-45;-8.0;-10.0
-45;-6.0;-5.0
-45;-8.0;-6.0
-45;-8.0;-6.0
-45;-7.0;-7.0
-45;-7.0;-8.0
-45;-8.0;-7.0
-45;-8.0;-5.0
-45;-9.0;-5.0
-45;-6.0;-6.0
-46;-6.0;-7.0
-46;-5.0;-7.0
-46;-8.0;-8.0
-46;-7.0;-5.0
-46;-11.0;-5.0
-46;-7.0;-7.0
-46;-7.0;-6.0
-46;-8.0;-6.0
-46;-10.0;-7.0
-46;-10.0;-7.0
-47;-11.0;-4.0
-47;-8.0;-6.0
-47;-11.0;-7.0
-47;-10.0;-9.0
-47;-8.0;-9.0
-47;-3.0;-7.0
-47;-5.0;-4.0
-47;-7.0;-5.0
-47;-9.0;-6.0
-47;-9.0;-8.0
-48;-9.0;-10.0
-48;-7.0;-7.0
-48;-9.0;-6.0
-48;-9.0;-7.0
-48;-10.0;-4.0
-48;-7.0;-8.0
-48;-9.0;-9.0
-48;-8.0;-7.0
-48;-10.0;-6.0
-48;-7.0;-8.0
-49;-10.0;-11.0
-49;-9.0;-10.0
-49;-9.0;-7.0
-49;-8.0;-8.0
-49;-8.0;-9.0
-49;-7.0;-11.0
-49;-10.0;-8.0
-49;-10.0;-9.0
-49;-9.0;-9.0
-49;-7.0;-10.0
-50;-9.0;-10.0
-50;-10.0;-7.0
-50;-11.0;-7.0
-50;-9.0;-8.0
-50;-12.0;-9.0
-50;-15.0;-7.0
-50;-15.0;-6.0
-50;-12.0;-7.0
-50;-13.0;-6.0
-50;-10.0;-8.0
-51;-14.0;-10.0
-51;-12.0;-7.0
-51;-14.0;-7.0
-51;-12.0;-10.0
-51;-12.0;-10.0
-51;-9.0;-10.0
-51;-7.0;-8.0
-51;-8.0;-10.0
-51;-9.0;-8.0
-51;-8.0;-11.0
-52;-11.0;-10.0
-52;-7.0;-9.0
-52;-10.0;-9.0
-52;-10.0;-10.0
-52;-11.0;-7.0
-52;-8.0;-8.0
-52;-9.0;-9.0
-52;-8.0;-12.0
-52;-12.0;-13.0
-52;-8.0;-12.0
-53;-12.0;-13.0
-53;-12.0;-11.0
-53;-13.0;-9.0
-53;-10.0;-10.0
-53;-11.0;-9.0
-53;-11.0;-11.0
-53;-10.0;-8.0
-53;-9.0;-9.0
-53;-14.0;-11.0
-53;-14.0;-13.0
-54;-15.0;-11.0
-54;-8.0;-10.0
-54;-9.0;-10.0
-54;-9.0;-8.0
-54;-12.0;1.0
-54;-15.0;18.0
-54;-17.0;20.0
-54;-14.0;-4.0
-54;-16.0;-3.0
-54;-15.0;-11.0
-55;-19.0;-11.0
-55;-14.0;-12.0
-55;-14.0;-11.0
-55;-13.0;-14.0
-55;-14.0;-14.0
-55;-13.0;-14.0
-55;-16.0;-12.0
-55;-15.0;-15.0
-55;-15.0;-14.0
-55;-14.0;-14.0
-56;-17.0;-15.0
-56;-13.0;-13.0
-56;-15.0;-12.0
-56;-13.0;-14.0
-56;-15.0;-14.0
-56;-13.0;-18.0
-56;-13.0;-14.0
-56;-13.0;-15.0
-56;-12.0;-14.0
-56;-10.0;-13.0
-57;-16.0;-15.0
-57;-14.0;-14.0
-57;-17.0;-11.0
-57;-14.0;-14.0
-57;-15.0;-14.0
-57;-13.0;-13.0
-57;-15.0;-13.0
-57;-12.0;-15.0
-57;-13.0;-12.0
-57;-13.0;-13.0
-58;-16.0;-16.0
-58;-13.0;-12.0
-58;-16.0;-12.0
-58;-15.0;-14.0
-58;-19.0;-11.0
-58;-16.0;-13.0
-58;-17.0;-14.0
-58;-15.0;-13.0
-58;-15.0;-13.0
-58;-15.0;-16.0
-59;-18.0;-15.0
-59;-14.0;-15.0
-59;-17.0;-14.0
-59;-13.0;-15.0
-59;-17.0;-15.0
-59;-14.0;-14.0
-59;-15.0;-14.0
-59;-16.0;-16.0
-59;-15.0;-13.0
-59;-14.0;-13.0
-60;-19.0;-12.0
-60;-15.0;-12.0
-60;-18.0;-11.0
